"EMD-","Status","Entry Title","Entry Authors","Deposit Date","Resolution (Å)","Associated PDB","Citation Title"
"10186","REL","Structure of the ESX-3 core complex","Rivera-Calzada A, Famelis N, Geibel S, Llorca O","2019-08-05","3.8","6sgw","Architecture of the mycobacterial type VII secretion system."
"10187","REL","Structure of protomer 1 of the ESX-3 core complex","Rivera-Calzada A, Famelis N, Geibel S, Llorca O","2019-08-05","3.7","6sgx","Architecture of the mycobacterial type VII secretion system."
"10191","REL","Structure of protomer 2 of the ESX-3 core complex","Rivera-Calzada A, Famelis N, Geibel S, Llorca O","2019-08-05","3.9","6sgz","Architecture of the mycobacterial type VII secretion system."
"10192","REL","Structure of the ADP state of the heptameric Bcs1 AAA-ATPase","Kater L, Beckmann R","2019-08-05","3.4","6sh3","Structure of the Bcs1 AAA-ATPase suggests an airlock-like translocation mechanism for folded proteins."
"10196","REL","Cryo-EM structure of the Type III-B Cmr-beta bound to cognate target RNA and AMPPnP  state 2  in the presence of ssDNA","Sofos N, Montoya G","2019-08-06","3.1","6sh8","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10197","REL","Cryo-EM structure of the Type III-B Cmr-beta bound to cognate target RNA and AMPPnP  state 1  in the presence of ssDNA","Sofos N, Montoya G","2019-08-06","3.1","6shb","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10199","REL","Escherichia coli AGPase in complex with FBP. Symmetry applied C2","Cifuente JO, Comino N, D'Angelo C, Marina A, Gil-Carton D, Albesa-Jove D, Guerin ME","2019-08-07","3.2","6shj","The allosteric control mechanism of bacterial glycogen biosynthesis disclosed by cryoEM"
"10200","REL","Structure of a marine algae virus of the order Picornavirales","Munke A, Tomaru Y, Kimura K, Okamoto K","2019-08-07","3.1","6shl","Capsid Structure of a Marine Algal Virus of the Order Picornavirales ."
"10201","REL","Escherichia coli AGPase in complex with FBP. Symmetry C1","Cifuente JO, Comino N, D'Angelo C, Marina A, Gil-Carton D, Albesa-Jove D, Guerin ME","2019-08-07","3.3","6shn","The allosteric control mechanism of bacterial glycogen biosynthesis disclosed by cryoEM"
"10203","REL","Escherichia coli AGPase in complex with AMP. Symmetry C2","Cifuente JO, Comino N, D'Angelo C, Marina A, Gil-Carton D, Albesa-Jove D, Guerin ME","2019-08-07","3.2","6shq","The allosteric control mechanism of bacterial glycogen biosynthesis disclosed by cryoEM"
"10205","REL","Molecular structure of mouse apoferritin resolved at 2.7 Angstroms with the Glacios cryo-microscope","Hamdi F, Tueting C, Semchonok D, Kyrilis F, Meister A, Skalidis I, Schmidt L, Parthier C, Stubbs MT, Kastritis PL","2019-08-08","2.7","6sht","2.7 angstrom cryo-EM structure of vitrified M. musculus H-chain apoferritin from a compact 200 keV cryo-microscope."
"10206","REL","Structure of the curli secretion-assembly complex CsgG:CsgF","Van der Verren SE, Remaut H","2019-08-08","3.4","6si7","A dual-constriction biological nanopore resolves homonucleotide sequences with high fidelity."
"10208","REL","Escherichia coli AGPase in complex with AMP.","Cifuente JO, Comino N, D'Angelo C, Marina A, Gil-Carton D, Albesa-Jove D, Guerin ME","2019-08-09","3.4","6si8","The allosteric control mechanism of bacterial glycogen biosynthesis disclosed by cryoEM"
"10209","REL","Cryo-EM structure of the Type III-B Cmr-beta bound to cognate target RNA","Sofos N, Montoya G","2019-08-09","3.5","6sic","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10212","REL","Cryo-EM structure of 50S-RsfS complex from Staphylococcus aureus","Khusainov I, Pellegrino S, Yusupova G, Yusupov M, Fatkhullin B","2019-08-12","3.2","6sj6","Mechanism of ribosome shutdown by RsfS in Staphylococcus aureus revealed by integrative structural biology approach."
"10213","REL","Structure of the human DDB1-DDA1-DCAF15 E3 ubiquitin ligase bound to RBM39 and Indisulam","Srinivas H","2019-08-12","3.5","6sj7","Structural basis of indisulam-mediated RBM39 recruitment to DCAF15 E3 ligase complex."
"10214","REL","Cryo-EM structure of the RecBCD Chi recognised complex","Cheng K, Wilkinson M, Wigley DB","2019-08-13","3.7","6sjb","A conformational switch in response to Chi converts RecBCD from phage destruction to DNA repair."
"10216","REL","Cryo-EM structure of the RecBCD Chi unrecognised complex","Cheng K, Wilkinson M, Wigley DB","2019-08-13","3.9","6sjf","A conformational switch in response to Chi converts RecBCD from phage destruction to DNA repair."
"10217","REL","Cryo-EM structure of the RecBCD no Chi negative control complex","Cheng K, Wilkinson M, Wigley DB","2019-08-13","3.8","6sjg","A conformational switch in response to Chi converts RecBCD from phage destruction to DNA repair."
"10218","REL","Structure of the Tle1 effector bound to the VgrG spike from the Type 6 secretion system","Rapisarda C, Fronzes R","2019-08-13","2.6","6sjl","Structural basis for loading and inhibition of a bacterial T6SS phospholipase effector by the VgrG spike."
"10219","REL","The VgrG spike from the Type 6 secretion system","Rapisarda C, Fronzes R","2019-08-14","2.3","6sk0","Structural basis for loading and inhibition of a bacterial T6SS phospholipase effector by the VgrG spike."
"10220","REL","Cryo-EM structure of rhinovirus-B5 complexed to antiviral OBR-5-340","Wald J, Goessweiner-Mohr N, Blaas D, Pasin M","2019-08-14","3.6","6sk5","Cryo-EM structure of pleconaril-resistant rhinovirus-B5 complexed to the antiviral OBR-5-340 reveals unexpected binding site."
"10221","REL","Cryo-EM structure of rhinovirus-B5","Wald J, Goessweiner-Mohr N, Blaas D, Pasin M","2019-08-14","3.2","6sk6","Cryo-EM structure of pleconaril-resistant rhinovirus-B5 complexed to the antiviral OBR-5-340 reveals unexpected binding site."
"10222","REL","Cryo-EM structure of rhinovirus-A89","Wald J, Goessweiner-Mohr N, Blaas D, Pasin M","2019-08-14","2.9","6sk7","Cryo-EM structure of pleconaril-resistant rhinovirus-B5 complexed to the antiviral OBR-5-340 reveals unexpected binding site."
"10223","REL","Cryo-EM Structure of T. kodakarensis 70S ribosome","Matzov D, Sas-Chen A, Thomas JM, Santangelo T, Meier JL, Schwartz S, Shalev-Benami M","2019-08-15","3","6skf","Dynamic RNA acetylation revealed by quantitative cross-evolutionary mapping."
"10224","REL","Cryo-EM Structure of T. kodakarensis 70S ribosome in TkNat10 deleted strain","Matzov D, Sas-Chen A, Thomas JM, Santangelo T, Meier JL, Schwartz S, Shalev-Benami M","2019-08-15","2.7","6skg","Dynamic RNA acetylation revealed by quantitative cross-evolutionary mapping."
"10225","REL","The Tle hydrolase bound to the TTR domain of the VgrG spike of the Type 6 secretion system","Rapisarda C, Fronzes R","2019-08-15","2.6","6ski","Structural basis for loading and inhibition of a bacterial T6SS phospholipase effector by the VgrG spike."
"10227","REL","Cryo-EM structure of the CMG Fork Protection Complex at a replication fork - Conformation 1","Yeeles J, Baretic D, Jenkyn-Bedford M","2019-08-16","3.7","6skl","Cryo-EM Structure of the Fork Protection Complex Bound to CMG at a Replication Fork."
"10230","REL","Cryo-EM Structure of the Fork Protection Complex Bound to CMG at a Replication Fork - conformation 2 MCM CTD:ssDNA","Yeeles J, Baretic D, Jenkyn-Bedford M","2019-08-16","3.4","6sko","Cryo-EM Structure of the Fork Protection Complex Bound to CMG at a Replication Fork."
"10231","REL","FAT and kinase domain of CtTel1","Jansma M, Eustermann SE, Kostrewa D, Lammens K, Hopfner KP","2019-08-16","2.8","6sky","Near-Complete Structure and Model of Tel1ATM from Chaetomium thermophilum Reveals a Robust Autoinhibited ATP State."
"10232","REL","Structure of the closed conformation of CtTel1","Jansma M, Eustermann SE, Kostrewa D, Lammens K, Hopfner KP","2019-08-16","3.4","6skz","Near-Complete Structure and Model of Tel1ATM from Chaetomium thermophilum Reveals a Robust Autoinhibited ATP State."
"10233","REL","Complete CtTel1 dimer with C2 symmetry","Jansma M, Eustermann SE, Kostrewa D, Lammens K, Hopfner KP","2019-08-16","3.7","6sl0","Near-Complete Structure and Model of Tel1ATM from Chaetomium thermophilum Reveals a Robust Autoinhibited ATP State."
"10234","REL","Structure of the open conformation of CtTel1","Jansma M, Eustermann SE, Kostrewa D, Lammens K, Hopfner KP","2019-08-16","3.6","6sl1","Near-Complete Structure and Model of Tel1ATM from Chaetomium thermophilum Reveals a Robust Autoinhibited ATP State."
"10236","REL","Dunaliella Photosystem I Supercomplex","Nelson N, Caspy I, Malavath T, Klaiman D, Shkolinsky Y","2019-08-18","2.8","6sl5","Structure and energy transfer pathways of the Dunaliella Salina photosystem I supercomplex."
"10241","REL","Structure of the RagAB peptide importer in the 'closed-closed' state","White JBR, Ranson NA, van den Berg B","2019-08-21","3.3","6sm3","Structural and functional insights into oligopeptide acquisition by the RagAB transporter from Porphyromonas gingivalis."
"10242","REL","Structure of Coxsackievirus A10","Zhao Y, Zhou D, Ni T, Karia D, Kotecha A, Wang X, Rao Z, Jones EY, Fry EE, Ren J, Stuart DI","2019-08-21","3.5","6smg","Hand-foot-and-mouth disease virus receptor KREMEN1 binds the canyon of Coxsackie Virus A10."
"10243","REL","Structure of the RagAB peptide importer in the 'open-open' state","White JBR, Ranson NA, van den Berg B","2019-08-22","3.4","6sml","Structural and functional insights into oligopeptide acquisition by the RagAB transporter from Porphyromonas gingivalis."
"10245","REL","Structure of the RagAB peptide importer in the 'open-closed' state","White JBR, Ranson NA, van den Berg B","2019-08-22","3.3","6smq","Structural and functional insights into oligopeptide acquisition by the RagAB transporter from Porphyromonas gingivalis."
"10257","REL","Cryo-EM structure of yeast ALG6 in complex with 6AG9 Fab and Dol25-P-Glc","Bloch JS, Pesciullesi G, Boilevin J, Nosol K, Irobalieva RN, Darbre T, Aebi M, Kossiakoff AA, Reymond JL, Locher KP","2019-08-24","3.9","6snh","Structure and mechanism of the ER-based glucosyltransferase ALG6."
"10258","REL","Cryo-EM structure of nanodisc reconstituted yeast ALG6 in complex with 6AG9 Fab","Bloch JS, Pesciullesi G, Boilevin J, Nosol K, Irobalieva RN, Darbre T, Aebi M, Kossiakoff AA, Reymond JL, Locher KP","2019-08-24","3","6sni","Structure and mechanism of the ER-based glucosyltransferase ALG6."
"10262","REL","Yeast 80S ribosome stalled on SDD1 mRNA.","Tesina P, Buschauer R, Cheng J, Becker T, Beckmann R","2019-08-27","2.8","6snt","RQT complex dissociates ribosomes collided on endogenous RQC substrate SDD1."
"10263","REL","Structure of Coxsackievirus A10 complexed with its receptor KREMEN1","Zhao Y, Zhou D, Ni T, Karia D, Kotecha A, Wang X, Rao Z, Jones EY, Fry EE, Ren J, Stuart DI","2019-08-27","3.9","6snw","Hand-foot-and-mouth disease virus receptor KREMEN1 binds the canyon of Coxsackie Virus A10."
"10279","REL","CryoEM structure of SERINC from Drosophila melanogaster","Pye VE, Nans A, Cherepanov P","2019-08-30","3.3","6sp2","A bipartite structural organization defines the SERINC family of HIV-1 restriction factors."
"10280","REL","Pseudomonas aeruginosa 50s ribosome from a clinical isolate with a mutation in uL6","Halfon Y, Jimenez-Fernande A, La Ros R, Espinos R, Krogh Johansen H, Matzov D, Eyal Z, Bashan A, Zimmerman E, Belousoff M, Molin S, Yonath A","2019-09-01","2.8","6spb","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate."
"10281","REL","Pseudomonas aeruginosa 30s ribosome from an aminoglycoside resistant clinical isolate","Halfon Y, Jimenez-Fernande A, La Ros R, Espinos R, Krogh Johansen H, Matzov D, Eyal Z, Bashan A, Zimmerman E, Belousoff M, Molin S, Yonath A","2019-09-01","3","6spc","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate."
"10282","REL","Pseudomonas aeruginosa 50s ribosome from a clinical isolate","Halfon Y, Jimenez-Fernande A, La Ros R, Espinos R, Krogh Johansen H, Matzov D, Eyal Z, Bashan A, Zimmerman E, Belousoff M, Molin S, Yonath A","2019-09-01","3.3","6spd","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate."
"10283","REL","Pseudomonas aeruginosa 30s ribosome from a clinical isolate","Halfon Y, Jimenez-Fernande A, La Ros R, Espinos R, Krogh Johansen H, Matzov D, Eyal Z, Bashan A, Zimmerman E, Belousoff M, Molin S, Yonath A","2019-09-01","3.6","6spe","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate."
"10284","REL","Pseudomonas aeruginosa 70s ribosome from an aminoglycoside resistant clinical isolate","Halfon Y, Jimenez-Fernande A, La Ros R, Espinos R, Krogh Johansen H, Matzov D, Eyal Z, Bashan A, Zimmerman E, Belousoff M, Molin S, Yonath A","2019-09-01","2.9","6spf","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate."
"10285","REL","Pseudomonas aeruginosa 70s ribosome from a clinical isolate","Halfon Y, Jimenez-Fernande A, La Ros R, Espinos R, Krogh Johansen H, Matzov D, Eyal Z, Bashan A, Zimmerman E, Belousoff M, Molin S, Yonath A","2019-09-01","3.3","6spg","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate."
"10295","REL","Human endogenous retrovirus (HML2) mature capsid assembly  T=1 icosahedron","Acton OJH, Taylor IA, Rosenthal PB","2019-09-08","2.8","6ssj","Structural basis for Fullerene geometry in a human endogenous retrovirus capsid."
"10296","REL","Human endogenous retrovirus (HML2) mature capsid assembly  D5 capsule","Acton OJH, Taylor IA, Rosenthal PB","2019-09-08","3.2","6ssk","Structural basis for Fullerene geometry in a human endogenous retrovirus capsid."
"10297","REL","Human endogenous retrovirus (HML2) mature capsid assembly  D6 capsule","Acton OJH, Taylor IA, Rosenthal PB","2019-09-08","3.8","6ssl","Structural basis for Fullerene geometry in a human endogenous retrovirus capsid."
"10312","REL","Structure of Photorhabdus luminescens Tc holotoxin pore  Mutation TccC3-D651A","Roderer D, Raunser S","2019-09-13","3.4","6sue","Structure of a Tc holotoxin pore provides insights into the translocation mechanism."
"10313","REL","Structure of Photorhabdus luminescens Tc holotoxin pore","Roderer D, Raunser S","2019-09-13","3.4","6suf","Structure of a Tc holotoxin pore provides insights into the translocation mechanism."
"10315","REL","The cryo-EM structure of SDD1-stalled collided trisome.","Tesina P, Buschauer R, Cheng J, Becker T, Beckmann R","2019-09-28","3.3","6sv4","RQT complex dissociates ribosomes collided on endogenous RQC substrate SDD1."
"10316","REL","Hepatitis B virus core protein virus-like particle displaying the antigen: extra cellular adhesion domain NadA from Neisseria meningitidis.","Collins RF, Roseman AM, Derrick JP","2019-09-18","3.4","","An assessment of the use of Hepatitis B Virus core protein virus-like particles to display heterologous antigens from Neisseria meningitidis."
"10317","REL","Complex III of the III2-IV(5B)1 respiratory supercomplex from S. cerevisiae after focused refinement","Marechal A, Hartley A, Pinotsis N","2019-09-18","3.3","","Rcf2 revealed in cryo-EM structures of hypoxic isoforms of mature mitochondrial III-IV supercomplexes."
"10318","REL","Complex IV of the III2-IV5B1 respiratory supercomplex from S. cerevisiae after focused refinement","Marechal A, Hartley A, Pinotsis N","2019-09-18","3.4","","Rcf2 revealed in cryo-EM structures of hypoxic isoforms of mature mitochondrial III-IV supercomplexes."
"10321","REL","Mus musculus 80S ribosome bound to the peptide tunnel exit chaperone EBP1","Sprink T, Kraushar ML","2019-09-20","3.1","6swa","Ebp1 is a ribosome peptide tunnel exit chaperone during neocortical development for the nascent neurogenic proteome"
"10322","REL","IC2B cryo-EM structure of a full archaeal ribosomal translation initiation complex devoid of aIF1 in P. abyssi","Coureux P-D, Mechulam Y, Schmitt E","2019-09-20","3.3","6swc","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation."
"10323","REL","IC2 body cryo-EM structure of a full archaeal ribosomal translation initiation complex devoid of aIF1 in P. abyssi","Coureux P-D, Mechulam Y, Schmitt E","2019-09-20","3.2","6swd","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation."
"10324","REL","IC2 head of cryo-EM structure of a full archaeal ribosomal translation initiation complex devoid of aIF1 in P. abyssi","Coureux P-D, Mechulam Y, Schmitt E","2019-09-20","3.1","6swe","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation."
